id,name,categories,city,lat,lng,distance,place_names,latitude,longitude,reviews_count
5c38055542d8c2002cec981d,Axis Bank ATM,ATM,Ahmedabad,23.03632,72.61967,372,"Delhi Gate (Ahmedabad),Cantonment,Girdharnagar,Sub Foreign,Shahpur (Ahmedabad),Shahibag,Madhupura Market,Dudheshwar Tavdipura",23.0333,72.61810000000001,0
5736d3fb498ec5a36a1074fa,AC Wale,Electronics Store,Ahmedabad,23.030474,72.61411,515,"Delhi Gate (Ahmedabad),Cantonment,Girdharnagar,Sub Foreign,Shahpur (Ahmedabad),Shahibag,Madhupura Market,Dudheshwar Tavdipura",23.0333,72.61810000000001,0
4f12fbcce4b0865b0925fd95,City Gold,Multiplex,Ahmedabad,23.03741273233689,72.61506776957923,553,"Delhi Gate (Ahmedabad),Cantonment,Girdharnagar,Sub Foreign,Shahpur (Ahmedabad),Shahibag,Madhupura Market,Dudheshwar Tavdipura",23.0333,72.61810000000001,1
54d3968d498e4e44a78af353,KD Bhajipau,Indian Restaurant,Ahmedabad,23.034002610357987,72.62588980297122,801,"Delhi Gate (Ahmedabad),Cantonment,Girdharnagar,Sub Foreign,Shahpur (Ahmedabad),Shahibag,Madhupura Market,Dudheshwar Tavdipura",23.0333,72.61810000000001,0
520c22c911d296e556f9f3d8,Kutbi Restaurant,Breakfast Spot,Ahmedabad,23.03561782836914,72.6095962524414,908,"Delhi Gate (Ahmedabad),Cantonment,Girdharnagar,Sub Foreign,Shahpur (Ahmedabad),Shahibag,Madhupura Market,Dudheshwar Tavdipura",23.0333,72.61810000000001,0
5a7ed688c365880e5ff6118f,Krishna Industries,Thrift / Vintage Store,Ahmedabad,23.0779,72.667187,603,"Sabarmati,Kabir Chowk,O N G C",23.0833,72.6667,0
5be15ccfacb00b002d4eeb1f,Apollo Pharmacy,Pharmacy,Ahmedabad,23.079727,72.672651,727,"Sabarmati,Kabir Chowk,O N G C",23.0833,72.6667,0
4ec4f64acc21a13072ee6614,Galaxy Theatre,Indie Movie Theater,Ahmedabad,23.07789872497077,72.66118238665062,825,"Sabarmati,Kabir Chowk,O N G C",23.0833,72.6667,0
56279021498e5e4cb1106363,SUN MEDIA TECHNOLOGIES,IT Services,Ahmedabad,23.032880100673733,72.61834144592285,52,Ellisbridge,23.0333,72.6181,0
4f4f9f65e4b066791b150a56,Amber cinema,Movie Theater,Ahmedabad,23.0346,72.62,242,Ellisbridge,23.0333,72.6181,0
5c38055542d8c2002cec981d,Axis Bank ATM,ATM,Ahmedabad,23.03632,72.61967,372,Ellisbridge,23.0333,72.6181,0
5736d3fb498ec5a36a1074fa,AC Wale,Electronics Store,Ahmedabad,23.030474,72.61411,515,Ellisbridge,23.0333,72.6181,0
4f12fbcce4b0865b0925fd95,City Gold,Multiplex,Ahmedabad,23.03741273233689,72.61506776957923,553,Ellisbridge,23.0333,72.6181,1
54d3968d498e4e44a78af353,KD Bhajipau,Indian Restaurant,Ahmedabad,23.034002610357987,72.62588980297122,801,Ellisbridge,23.0333,72.6181,0
520c22c911d296e556f9f3d8,Kutbi Restaurant,Breakfast Spot,Ahmedabad,23.03561782836914,72.6095962524414,908,Ellisbridge,23.0333,72.6181,0
56279021498e5e4cb1106363,SUN MEDIA TECHNOLOGIES,IT Services,Ahmedabad,23.032880100673733,72.61834144592285,52,"Sarkhej Road,Anandnagar (Ahmedabad),Shardanagar,Narayannagar,Paldi (Ahmedabad)",23.0333,72.6181,0
